caption,captions
Tomato Spider mites Two spotted spider mite,"A close-up of a tomato leaf under sunlight, revealing damage from two-spotted spider mites with visible webbing."
Tomato Spider mites Two spotted spider mite,"An image of a tomato leaf displaying symptoms of a two-spotted spider mite infestation, ideal for pest identification datasets."
Potato healthy,A healthy potato leaf with rich green color and no visible signs of disease or pests.
Potato healthy,"A healthy Solanum tuberosum leaf, exhibiting uniform texture and color, free from damage."
Potato healthy,"A natural outdoor image of a potato leaf, free from spots or discoloration, basking in sunlight."
Potato healthy,A labeled image of a disease-free potato leaf for agricultural health datasets.
Tomato Spider mites Two spotted spider mite,"A tomato leaf infested with two-spotted spider mites, showing tiny webs and yellow stippling."
Tomato Spider mites Two spotted spider mite,"A tomato leaf affected by Tetranychus urticae (two-spotted spider mite), exhibiting characteristic chlorotic spots."
Tomato Spider mites Two spotted spider mite,"A close-up of a tomato leaf under sunlight, revealing damage from two-spotted spider mites with visible webbing."
Tomato Spider mites Two spotted spider mite,"An image of a tomato leaf displaying symptoms of a two-spotted spider mite infestation, ideal for pest identification datasets."
Tomato Spider mites Two spotted spider mite,"A tomato leaf infested with two-spotted spider mites, showing tiny webs and yellow stippling."
Tomato Spider mites Two spotted spider mite,"A tomato leaf affected by Tetranychus urticae (two-spotted spider mite), exhibiting characteristic chlorotic spots."
Tomato Spider mites Two spotted spider mite,"A close-up of a tomato leaf under sunlight, revealing damage from two-spotted spider mites with visible webbing."
Tomato Spider mites Two spotted spider mite,"An image of a tomato leaf displaying symptoms of a two-spotted spider mite infestation, ideal for pest identification datasets."
Tomato YellowLeaf Curl Virus,"A tomato plant leaf curling and yellowing, typical symptoms of Tomato Yellow Leaf Curl Virus."
Tomato YellowLeaf Curl Virus,"A tomato leaf affected by TYLCV, showing chlorotic curling edges and stunted growth."
Tomato YellowLeaf Curl Virus,"A tomato leaf outdoors under sunlight, visibly curling and turning yellow due to virus infection."
Tomato YellowLeaf Curl Virus,An image of a tomato plant leaf with symptoms of Tomato Yellow Leaf Curl Virus for agricultural datasets.
Potato Late blight,"A potato leaf showing dark, water-soaked lesions and a white moldy growth, indicative of late blight."
Potato Late blight,"A potato leaf infected with Phytophthora infestans, displaying necrotic spots and chlorosis."
Potato Late blight,"A potato leaf outdoors, visibly damaged by late blight with large brown patches and wilting."
Potato Late blight,An agricultural dataset image of a potato leaf affected by late blight for disease classification.
Tomato Early blight,"A tomato leaf with dark brown spots and concentric rings, typical of early blight disease."
Tomato Early blight,"A tomato leaf infected with Alternaria solani, exhibiting characteristic necrotic lesions."
Tomato Early blight,"A tomato leaf outdoors, showing early blight damage with browning and wilting."
Tomato Early blight,A dataset image of a tomato leaf with early blight symptoms for plant disease detection.
Tomato Target Spot,"A tomato leaf with small, dark circular spots, indicative of target spot disease."
Tomato Target Spot,"A tomato leaf infected with Corynespora cassiicola, showing characteristic necrotic lesions."
Tomato Target Spot,"A close-up of a tomato leaf outdoors, damaged by target spot disease with visible dark patches."
Tomato Target Spot,A labeled image of a tomato leaf affected by target spot disease for agricultural datasets.
Tomato Target Spot,"A tomato leaf with small, dark circular spots, indicative of target spot disease."
Tomato Target Spot,"A tomato leaf infected with Corynespora cassiicola, showing characteristic necrotic lesions."
Tomato Target Spot,"A close-up of a tomato leaf outdoors, damaged by target spot disease with visible dark patches."
Tomato Target Spot,A labeled image of a tomato leaf affected by target spot disease for agricultural datasets.
Pepper bell healthy,"A fresh green bell pepper leaf with a smooth, unblemished surface, free of any disease or damage."
Pepper bell healthy,"A healthy Capsicum annuum leaf, showing vibrant green color and no visible abnormalities."
Pepper bell healthy,"A bell pepper leaf glowing under natural sunlight, with a flawless texture and clean appearance."
Pepper bell healthy,"An agricultural image of a healthy bell pepper leaf, ideal for plant disease-free datasets."
Tomato Early blight,"A tomato leaf with dark brown spots and concentric rings, typical of early blight disease."
Tomato Early blight,"A tomato leaf infected with Alternaria solani, exhibiting characteristic necrotic lesions."
Tomato Early blight,"A tomato leaf outdoors, showing early blight damage with browning and wilting."
Tomato Early blight,A dataset image of a tomato leaf with early blight symptoms for plant disease detection.
Tomato YellowLeaf Curl Virus,"A tomato plant leaf curling and yellowing, typical symptoms of Tomato Yellow Leaf Curl Virus."
Tomato YellowLeaf Curl Virus,"A tomato leaf affected by TYLCV, showing chlorotic curling edges and stunted growth."
Tomato YellowLeaf Curl Virus,"A tomato leaf outdoors under sunlight, visibly curling and turning yellow due to virus infection."
Tomato YellowLeaf Curl Virus,An image of a tomato plant leaf with symptoms of Tomato Yellow Leaf Curl Virus for agricultural datasets.
Tomato YellowLeaf Curl Virus,"A tomato plant leaf curling and yellowing, typical symptoms of Tomato Yellow Leaf Curl Virus."
Tomato YellowLeaf Curl Virus,"A tomato leaf affected by TYLCV, showing chlorotic curling edges and stunted growth."
Tomato YellowLeaf Curl Virus,"A tomato leaf outdoors under sunlight, visibly curling and turning yellow due to virus infection."
Tomato YellowLeaf Curl Virus,An image of a tomato plant leaf with symptoms of Tomato Yellow Leaf Curl Virus for agricultural datasets.
Tomato Spider mites Two spotted spider mite,"A tomato leaf infested with two-spotted spider mites, showing tiny webs and yellow stippling."
Tomato Spider mites Two spotted spider mite,"A tomato leaf affected by Tetranychus urticae (two-spotted spider mite), exhibiting characteristic chlorotic spots."
Tomato Spider mites Two spotted spider mite,"A close-up of a tomato leaf under sunlight, revealing damage from two-spotted spider mites with visible webbing."
Tomato Spider mites Two spotted spider mite,"An image of a tomato leaf displaying symptoms of a two-spotted spider mite infestation, ideal for pest identification datasets."
Potato Late blight,"A potato leaf showing dark, water-soaked lesions and a white moldy growth, indicative of late blight."
Potato Late blight,"A potato leaf infected with Phytophthora infestans, displaying necrotic spots and chlorosis."
Potato Late blight,"A potato leaf outdoors, visibly damaged by late blight with large brown patches and wilting."
Potato Late blight,An agricultural dataset image of a potato leaf affected by late blight for disease classification.
Tomato YellowLeaf Curl Virus,"A tomato plant leaf curling and yellowing, typical symptoms of Tomato Yellow Leaf Curl Virus."
Tomato YellowLeaf Curl Virus,"A tomato leaf affected by TYLCV, showing chlorotic curling edges and stunted growth."
Tomato YellowLeaf Curl Virus,"A tomato leaf outdoors under sunlight, visibly curling and turning yellow due to virus infection."
Tomato YellowLeaf Curl Virus,An image of a tomato plant leaf with symptoms of Tomato Yellow Leaf Curl Virus for agricultural datasets.
Tomato Bacterial spot,"A tomato leaf with small, water-soaked spots that develop into dark lesions, indicative of bacterial spot."
Tomato Bacterial spot,"A tomato leaf infected with Xanthomonas campestris pv. vesicatoria, showing characteristic spotting."
Tomato Bacterial spot,"A close-up of a tomato leaf under natural light, damaged by bacterial spot disease with dark patches."
Tomato Bacterial spot,"A labeled image of a tomato leaf showing bacterial spot symptoms, suitable for plant disease datasets."
Pepper bell healthy,"A fresh green bell pepper leaf with a smooth, unblemished surface, free of any disease or damage."
Pepper bell healthy,"A healthy Capsicum annuum leaf, showing vibrant green color and no visible abnormalities."
Pepper bell healthy,"A bell pepper leaf glowing under natural sunlight, with a flawless texture and clean appearance."
Pepper bell healthy,"An agricultural image of a healthy bell pepper leaf, ideal for plant disease-free datasets."
Tomato YellowLeaf Curl Virus,"A tomato plant leaf curling and yellowing, typical symptoms of Tomato Yellow Leaf Curl Virus."
Tomato YellowLeaf Curl Virus,"A tomato leaf affected by TYLCV, showing chlorotic curling edges and stunted growth."
Tomato YellowLeaf Curl Virus,"A tomato leaf outdoors under sunlight, visibly curling and turning yellow due to virus infection."
Tomato YellowLeaf Curl Virus,An image of a tomato plant leaf with symptoms of Tomato Yellow Leaf Curl Virus for agricultural datasets.
Tomato Late blight,"A tomato leaf showing dark brown lesions and water-soaked edges, symptoms of late blight disease."
Tomato Late blight,"A tomato leaf infected with Phytophthora infestans, featuring characteristic necrotic patches and chlorosis."
Tomato Late blight,"A tomato plant leaf outdoors, visibly damaged by late blight with brown spots and wilting edges."
Tomato Late blight,"A labeled image of a tomato leaf affected by late blight, suitable for agricultural disease datasets."
Tomato Late blight,"A tomato leaf showing dark brown lesions and water-soaked edges, symptoms of late blight disease."
Tomato Late blight,"A tomato leaf infected with Phytophthora infestans, featuring characteristic necrotic patches and chlorosis."
Tomato Late blight,"A tomato plant leaf outdoors, visibly damaged by late blight with brown spots and wilting edges."
Tomato Late blight,"A labeled image of a tomato leaf affected by late blight, suitable for agricultural disease datasets."
